namespace	key	source_text	context
CodeRescueCampaign	campaign.044.long_beach_ca.radio_briefing	Radio briefing: Long Beach, CA is stop 044 on the national route. Secure the Long Beach Rescue Arch in the Coastal Port, finish the loops, divisibility, and ordered branches lesson, then extract the survivor team. New city feature: Beacon cycle yard 4: numbered pylons emphasize checking 15 before 3 or 5.	Radio/subtitle briefing for Long Beach, CA
CodeRescueCampaign	campaign.044.long_beach_ca.hint	Hint: test divisible by 15 first, because those numbers are also divisible by 3 and 5.	Coding hint for Long Beach, CA
CodeRescueCampaign	campaign.044.long_beach_ca.visible	Visible test: fizzBuzz(15) must produce the classic 1..15 FizzBuzz sequence.	Visible test description for Long Beach, CA
CodeRescueCampaign	campaign.044.long_beach_ca.hidden	Hidden tests: extended beacon sweep length 20 checks later multiples of 3, 5, and 15.	Hidden test description for Long Beach, CA
CodeRescueCampaign	campaign.045.oakland_ca.terminal_title	Oakland: Emergency Grid Sum	Terminal title for Oakland, CA
CodeRescueCampaign	campaign.045.oakland_ca.mission_brief	Oakland has unstable backup cells. Write totalPower/total_power to sum three battery readings and restore the city hub. Stage 2 - Control Flow. Curriculum focus: function inputs, arithmetic, and return values. Stage goal: Practice branching order, loop rhythm, and visible-versus-hidden test thinking. Graduation strategy: return the computed total from the function instead of printing it. Recommended first pass: Python. Hint: the harness calls your function directly, so return the value instead of only printing it. Architecture: Coastal Port with three-cell power dais around Oakland Data Beacon, signature 045 Play detail: Power-cell puzzle 1: three visible cells feed one returned total. Language track: Python track emphasizes small readable helpers, list operations, and clear loop intent. Current concept: function inputs, arithmetic, and return values. Rank 045 launch track note: this run keeps the campaign terminal on the language selected before deployment. Learning support: Why this matters: returning a computed value is the first reliable contract between code and the game world. Predict before coding: predict the returned total for three small inputs before editing. Optional worked example: worked example: 20, 15, and 10 return 45. Code-trace mini-game: trace one visible case before editing. Mistake glossary: printing instead of returning hides the value from the validator. Hidden-test replay: after validation, compare the visible case with the seeded hidden batch 1. Visual debugger: three power cells light as inputs combine into one return value so the function contract is visible. Progression plan: curriculum map places this mission in Stage 2 - Control Flow; spaced review path: spaced review of arithmetic, booleans, and reversal; expansion bridge: nested-loop and radio parsing preview; side objectives reward comments, edge cases, and clean returns. Character plan: power-grid apprentice mentor NPC, named survivor team, role icon, post-rescue dialogue, recurring radio ally, readable nameplate, and debrief vignette for Oakland. Flow plan: first-session route preview, practice-only terminal option, replay-from-journal hook, beginner/normal/challenge tuning band 1, terminal-pressure dampener, return markers, fail-safe objective board, reward choice kiosk, stage recap, profile stats, review recommendation, and save-slot preview. Accessibility and polish plan: scalable terminal/HUD/subtitle text, colorblind-safe markers, remappable keyboard/controller prompts, screen-reader mission summary, wrapped severity-labeled errors, audio stingers, Western Corridor ambient loop, low-combat learning note, photo/inspect cue, main-menu curriculum access, loading tip, and subtitle-safe radio layout. QA plan: runtime spawn audit sample 045, tutorial-terminal-rescue-extraction-fast-travel smoke path, performance budgets for enemies/proxies/props/lights/text, packaged-build audit, and weekly release checklist sign-off. Visible test: totalPower(20, 15, 10) must return 45. Hidden tests: smaller city-grid inputs include zeros and variant batch 1.	Terminal mission brief for Oakland, CA
CodeRescueCampaign	campaign.045.oakland_ca.radio_briefing	Radio briefing: Oakland, CA is stop 045 on the national route. Secure the Oakland Data Beacon in the Coastal Port, finish the function inputs, arithmetic, and return values lesson, then extract the survivor team. New city feature: Power-cell puzzle 1: three visible cells feed one returned total.	Radio/subtitle briefing for Oakland, CA
CodeRescueCampaign	campaign.045.oakland_ca.hint	Hint: the harness calls your function directly, so return the value instead of only printing it.	Coding hint for Oakland, CA
CodeRescueCampaign	campaign.045.oakland_ca.visible	Visible test: totalPower(20, 15, 10) must return 45.	Visible test description for Oakland, CA
CodeRescueCampaign	campaign.045.oakland_ca.hidden	Hidden tests: smaller city-grid inputs include zeros and variant batch 1.	Hidden test description for Oakland, CA
CodeRescueCampaign	campaign.046.minneapolis_mn.terminal_title	Minneapolis: Access Gate Boolean Logic	Terminal title for Minneapolis, MN
CodeRescueCampaign	campaign.046.minneapolis_mn.mission_brief	Minneapolis is locked behind a rescue gate. Write shouldUnlock/should_unlock so the gate opens only when both safety conditions are true. Stage 2 - Control Flow. Curriculum focus: boolean safety gates. Stage goal: Practice branching order, loop rhythm, and visible-versus-hidden test thinking. Graduation strategy: build a tiny truth table before writing the condition. Recommended first pass: MATLAB. Hint: list every boolean input pair before deciding whether && or || matches the safety rule. Architecture: Great Lakes Industrial with dual-gate checkpoint around Minneapolis Command Obelisk, signature 046 Play detail: Truth-table gate 2: compare four safety states before opening the survivor route. Language track: MATLAB track emphasizes function-file naming, one-based indexing, arrays, and vector-friendly reasoning. Current concept: boolean safety gates. Rank 046 launch track note: this run keeps the campaign terminal on the language selected before deployment. Learning support: Why this matters: boolean logic is how software turns policy into a safe yes-or-no decision. Predict before coding: predict which of the four true/false input pairs should open the route. Optional worked example: worked example: true && false stays locked; true && true opens. Code-trace mini-game: trace one visible case before editing. Mistake glossary: OR opens unsafe pairs; missing return leaves the harness with no decision. Hidden-test replay: after validation, compare the visible case with the seeded hidden batch 2. Visual debugger: truth-table lamps show boolean inputs and the final gate state so players can trace every safe and unsafe pair before coding. Progression plan: curriculum map places this mission in Stage 2 - Control Flow; spaced review path: spaced review of arithmetic, booleans, and reversal; expansion bridge: nested-loop and radio parsing preview; side objectives reward comments, edge cases, and clean returns. Character plan: systems mechanic mentor NPC, named survivor team, role icon, post-rescue dialogue, recurring radio ally, readable nameplate, and debrief vignette for Minneapolis. Flow plan: first-session route preview, practice-only terminal option, replay-from-journal hook, beginner/normal/challenge tuning band 1, terminal-pressure dampener, return markers, fail-safe objective board, reward choice kiosk, stage recap, profile stats, review recommendation, and save-slot preview. Accessibility and polish plan: scalable terminal/HUD/subtitle text, colorblind-safe markers, remappable keyboard/controller prompts, screen-reader mission summary, wrapped severity-labeled errors, audio stingers, Midwest Grid ambient loop, low-combat learning note, photo/inspect cue, main-menu curriculum access, loading tip, and subtitle-safe radio layout. QA plan: runtime spawn audit sample 046, tutorial-terminal-rescue-extraction-fast-travel smoke path, performance budgets for enemies/proxies/props/lights/text, packaged-build audit, and weekly release checklist sign-off. Visible test: shouldUnlock(true, true) must return true. Hidden tests: unsafe pairs true/false, false/true, and false/false must all stay locked.	Terminal mission brief for Minneapolis, MN
CodeRescueCampaign	campaign.046.minneapolis_mn.radio_briefing	Radio briefing: Minneapolis, MN is stop 046 on the national route. Secure the Minneapolis Command Obelisk in the Great Lakes Industrial, finish the boolean safety gates lesson, then extract the survivor team. New city feature: Truth-table gate 2: compare four safety states before opening the survivor route.	Radio/subtitle briefing for Minneapolis, MN
CodeRescueCampaign	campaign.046.minneapolis_mn.hint	Hint: list every boolean input pair before deciding whether && or || matches the safety rule.	Coding hint for Minneapolis, MN
CodeRescueCampaign	campaign.046.minneapolis_mn.visible	Visible test: shouldUnlock(true, true) must return true.	Visible test description for Minneapolis, MN
CodeRescueCampaign	campaign.046.minneapolis_mn.hidden	Hidden tests: unsafe pairs true/false, false/true, and false/false must all stay locked.	Hidden test description for Minneapolis, MN
CodeRescueCampaign	campaign.047.bakersfield_ca.terminal_title	Bakersfield: Signal Reversal Drill	Terminal title for Bakersfield, CA
CodeRescueCampaign	campaign.047.bakersfield_ca.mission_brief	"Bakersfield is receiving reversed radio packets. Write reverseString/reverse_string to restore the message before evacuation can continue. Stage 2 - Control Flow. Curriculum focus: string traversal and reversal. Stage goal: Practice branching order, loop rhythm, and visible-versus-hidden test thinking. Graduation strategy: walk the input from the far end back to the front. Recommended first pass: C+. Hint: either use the language's reverse tool or copy characters from the end toward the front. Architecture: Coastal Port with backward radio mast around Bakersfield Relay Bridge, signature 047 Play detail: Radio rewind mast 3: visual packets run backward from tower to terminal. Language track: C+ track emphasizes C-style fundamentals with gentle C++ standard-library introductions. Current concept: string traversal and reversal. Rank 047 launch track note: this run keeps the campaign terminal on the language selected before deployment. Learning support: Why this matters: reverse traversal teaches indexes, bounds, and careful movement through strings. Predict before coding: predict the first and last output characters before writing the loop. Optional worked example: worked example: rescue becomes eucser by reading from the end. Code-trace mini-game: trace one visible case before editing. Mistake glossary: off-by-one indexes drop the first or last character. Hidden-test replay: after validation, compare the visible case with the seeded hidden batch 3. Visual debugger: packet tiles light from right to left as each character moves so off-by-one errors become visible before validation. Progression plan: curriculum map places this mission in Stage 2 - Control Flow; spaced review path: spaced review of arithmetic, booleans, and reversal; expansion bridge: nested-loop and radio parsing preview; side objectives reward comments, edge cases, and clean returns. Character plan: radio-code cleanup specialist mentor NPC, named survivor team, role icon, post-rescue dialogue, recurring radio ally, readable nameplate, and debrief vignette for Bakersfield. Flow plan: first-session route preview, practice-only terminal option, replay-from-journal hook, beginner/normal/challenge tuning band 1, terminal-pressure dampener, return markers, fail-safe objective board, reward choice kiosk, stage recap, profile stats, review recommendation, and save-slot preview. Accessibility and polish plan: scalable terminal/HUD/subtitle text, colorblind-safe markers, remappable keyboard/controller prompts, screen-reader mission summary, wrapped severity-labeled errors, audio stingers, Western Corridor ambient loop, low-combat learning note, photo/inspect cue, main-menu curriculum access, loading tip, and subtitle-safe radio layout. QA plan: runtime spawn audit sample 047, tutorial-terminal-rescue-extraction-fast-travel smoke path, performance budgets for enemies/proxies/props/lights/text, packaged-build audit, and weekly release checklist sign-off. Visible test: reverseString(""rescue"") must return ""eucser"". Hidden tests: mixed-case signal 3 and a second city packet must reverse exactly."	Terminal mission brief for Bakersfield, CA
CodeRescueCampaign	campaign.047.bakersfield_ca.radio_briefing	Radio briefing: Bakersfield, CA is stop 047 on the national route. Secure the Bakersfield Relay Bridge in the Coastal Port, finish the string traversal and reversal lesson, then extract the survivor team. New city feature: Radio rewind mast 3: visual packets run backward from tower to terminal.	Radio/subtitle briefing for Bakersfield, CA
CodeRescueCampaign	campaign.047.bakersfield_ca.hint	Hint: either use the language's reverse tool or copy characters from the end toward the front.	Coding hint for Bakersfield, CA
CodeRescueCampaign	campaign.047.bakersfield_ca.visible	"Visible test: reverseString(""rescue"") must return ""eucser""."	Visible test description for Bakersfield, CA
CodeRescueCampaign	campaign.047.bakersfield_ca.hidden	Hidden tests: mixed-case signal 3 and a second city packet must reverse exactly.	Hidden test description for Bakersfield, CA
CodeRescueCampaign	campaign.048.tulsa_ok.terminal_title	Tulsa: Mirror-Code Integrity Check	Terminal title for Tulsa, OK
CodeRescueCampaign	campaign.048.tulsa_ok.mission_brief	"Tulsa uses mirrored access codes. Write isPalindrome/is_palindrome to accept real mirror codes and reject impostors. Stage 2 - Control Flow. Curriculum focus: mirror checks and edge cases. Stage goal: Practice branching order, loop rhythm, and visible-versus-hidden test thinking. Graduation strategy: compare paired characters and test both pass and fail cases. Recommended first pass: C++. Hint: compare the first and last characters, then move inward until the scan crosses. Architecture: Metro Core with mirrored plaza around Tulsa Power Crown, signature 048 Play detail: Mirror-code walk 4: paired light posts teach left/right character comparisons. Language track: C++ track emphasizes typed functions, vectors, strings, and standard-library algorithms. Current concept: mirror checks and edge cases. Rank 048 launch track note: this run keeps the campaign terminal on the language selected before deployment. Learning support: Why this matters: two-sided comparison builds the habit of proving both acceptance and rejection cases. Predict before coding: predict one passing mirror code and one failing impostor code. Optional worked example: worked example: level passes because l/e mirror e/l; signal fails. Code-trace mini-game: trace one visible case before editing. Mistake glossary: returning true too early accepts impostor codes. Hidden-test replay: after validation, compare the visible case with the seeded hidden batch 4. Visual debugger: paired mirror posts highlight left and right indexes together so players can see why a mismatch rejects the code. Progression plan: curriculum map places this mission in Stage 2 - Control Flow; spaced review path: spaced review of arithmetic, booleans, and reversal; expansion bridge: nested-loop and radio parsing preview; side objectives reward comments, edge cases, and clean returns. Character plan: archive integrity analyst mentor NPC, named survivor team, role icon, post-rescue dialogue, recurring radio ally, readable nameplate, and debrief vignette for Tulsa. Flow plan: first-session route preview, practice-only terminal option, replay-from-journal hook, beginner/normal/challenge tuning band 1, terminal-pressure dampener, return markers, fail-safe objective board, reward choice kiosk, stage recap, profile stats, review recommendation, and save-slot preview. Accessibility and polish plan: scalable terminal/HUD/subtitle text, colorblind-safe markers, remappable keyboard/controller prompts, screen-reader mission summary, wrapped severity-labeled errors, audio stingers, Southern Evac Line ambient loop, low-combat learning note, photo/inspect cue, main-menu curriculum access, loading tip, and subtitle-safe radio layout. QA plan: runtime spawn audit sample 048, tutorial-terminal-rescue-extraction-fast-travel smoke path, performance budgets for enemies/proxies/props/lights/text, packaged-build audit, and weekly release checklist sign-off. Visible test: isPalindrome(""racecar"") must return true. Hidden tests: a real mirror word must pass and a rescue-code impostor must fail."	Terminal mission brief for Tulsa, OK
CodeRescueCampaign	campaign.048.tulsa_ok.radio_briefing	Radio briefing: Tulsa, OK is stop 048 on the national route. Secure the Tulsa Power Crown in the Metro Core, finish the mirror checks and edge cases lesson, then extract the survivor team. New city feature: Mirror-code walk 4: paired light posts teach left/right character comparisons.	Radio/subtitle briefing for Tulsa, OK
CodeRescueCampaign	campaign.048.tulsa_ok.hint	Hint: compare the first and last characters, then move inward until the scan crosses.	Coding hint for Tulsa, OK
CodeRescueCampaign	campaign.048.tulsa_ok.visible	"Visible test: isPalindrome(""racecar"") must return true."	Visible test description for Tulsa, OK
CodeRescueCampaign	campaign.048.tulsa_ok.hidden	Hidden tests: a real mirror word must pass and a rescue-code impostor must fail.	Hidden test description for Tulsa, OK
CodeRescueCampaign	campaign.049.tampa_fl.terminal_title	Tampa: Beacon Cycle FizzBuzz	Terminal title for Tampa, FL
CodeRescueCampaign	campaign.049.tampa_fl.mission_brief	Tampa needs a timed beacon sweep. Write fizzBuzz/fizz_buzz so rescue drones receive the correct cycle labels. Stage 2 - Control Flow. Curriculum focus: loops, divisibility, and ordered branches. Stage goal: Practice branching order, loop rhythm, and visible-versus-hidden test thinking. Graduation strategy: check the combined 3-and-5 case before the individual cases. Recommended first pass: Java. Hint: test divisible by 15 first, because those numbers are also divisible by 3 and 5. Architecture: Coastal Port with timed beacon pylons around Tampa Signal Spire, signature 049 Play detail: Beacon cycle yard 1: numbered pylons emphasize checking 15 before 3 or 5. Language track: Java track emphasizes exact public static signatures, typed arrays, and readable branch blocks. Current concept: loops, divisibility, and ordered branches. Rank 049 launch track note: this run keeps the campaign terminal on the language selected before deployment. Learning support: Why this matters: ordered branches are the core of rule systems, validators, and game-state scripts. Predict before coding: predict outputs for 3, 5, and 15 before coding the branch order. Optional worked example: worked example: 15 is FizzBuzz because the combined rule wins first. Code-trace mini-game: trace one visible case before editing. Mistake glossary: checking 3 before 15 makes FizzBuzz numbers become only Fizz. Hidden-test replay: after validation, compare the visible case with the seeded hidden batch 5. Visual debugger: numbered beacon pylons color 3, 5, and 15 decisions distinctly so branch order is readable in the world. Progression plan: curriculum map places this mission in Stage 2 - Control Flow; spaced review path: spaced review of arithmetic, booleans, and reversal; expansion bridge: nested-loop and radio parsing preview; side objectives reward comments, edge cases, and clean returns. Character plan: drone timing coordinator mentor NPC, named survivor team, role icon, post-rescue dialogue, recurring radio ally, readable nameplate, and debrief vignette for Tampa. Flow plan: first-session route preview, practice-only terminal option, replay-from-journal hook, beginner/normal/challenge tuning band 1, terminal-pressure dampener, return markers, fail-safe objective board, reward choice kiosk, stage recap, profile stats, review recommendation, and save-slot preview. Accessibility and polish plan: scalable terminal/HUD/subtitle text, colorblind-safe markers, remappable keyboard/controller prompts, screen-reader mission summary, wrapped severity-labeled errors, audio stingers, Southern Evac Line ambient loop, low-combat learning note, photo/inspect cue, main-menu curriculum access, loading tip, and subtitle-safe radio layout. QA plan: runtime spawn audit sample 049, tutorial-terminal-rescue-extraction-fast-travel smoke path, performance budgets for enemies/proxies/props/lights/text, packaged-build audit, and weekly release checklist sign-off. Visible test: fizzBuzz(15) must produce the classic 1..15 FizzBuzz sequence. Hidden tests: extended beacon sweep length 20 checks later multiples of 3, 5, and 15.	Terminal mission brief for Tampa, FL
CodeRescueCampaign	campaign.049.tampa_fl.radio_briefing	Radio briefing: Tampa, FL is stop 049 on the national route. Secure the Tampa Signal Spire in the Coastal Port, finish the loops, divisibility, and ordered branches lesson, then extract the survivor team. New city feature: Beacon cycle yard 1: numbered pylons emphasize checking 15 before 3 or 5.	Radio/subtitle briefing for Tampa, FL
CodeRescueCampaign	campaign.049.tampa_fl.hint	Hint: test divisible by 15 first, because those numbers are also divisible by 3 and 5.	Coding hint for Tampa, FL
CodeRescueCampaign	campaign.049.tampa_fl.visible	Visible test: fizzBuzz(15) must produce the classic 1..15 FizzBuzz sequence.	Visible test description for Tampa, FL
CodeRescueCampaign	campaign.049.tampa_fl.hidden	Hidden tests: extended beacon sweep length 20 checks later multiples of 3, 5, and 15.	Hidden test description for Tampa, FL
CodeRescueCampaign	campaign.050.arlington_tx.terminal_title	Arlington: Emergency Grid Sum	Terminal title for Arlington, TX
CodeRescueCampaign	campaign.050.arlington_tx.mission_brief	Arlington has unstable backup cells. Write totalPower/total_power to sum three battery readings and restore the city hub. Stage 2 - Control Flow. Curriculum focus: function inputs, arithmetic, and return values. Stage goal: Practice branching order, loop rhythm, and visible-versus-hidden test thinking. Graduation strategy: return the computed total from the function instead of printing it. Recommended first pass: C. Hint: the harness calls your function directly, so return the value instead of only printing it. Architecture: Desert Solar Grid with three-cell power dais around Arlington Rescue Arch, signature 050 Play detail: Power-cell puzzle 2: three visible cells feed one returned total. Language track: C track emphasizes buffer safety, pointer discipline, null terminators, and explicit counts. Current concept: function inputs, arithmetic, and return values. Rank 050 launch track note: this run keeps the campaign terminal on the language selected before deployment. Learning support: Why this matters: returning a computed value is the first reliable contract between code and the game world. Predict before coding: predict the returned total for three small inputs before editing. Optional worked example: worked example: 20, 15, and 10 return 45. Code-trace mini-game: trace one visible case before editing. Mistake glossary: printing instead of returning hides the value from the validator. Hidden-test replay: after validation, compare the visible case with the seeded hidden batch 1. Visual debugger: three power cells light as inputs combine into one return value so the function contract is visible. Progression plan: curriculum map places this mission in Stage 2 - Control Flow; spaced review path: spaced review of arithmetic, booleans, and reversal; expansion bridge: nested-loop and radio parsing preview; side objectives reward comments, edge cases, and clean returns. Character plan: power-grid apprentice mentor NPC, named survivor team, role icon, post-rescue dialogue, recurring radio ally, readable nameplate, and debrief vignette for Arlington. Flow plan: first-session route preview, practice-only terminal option, replay-from-journal hook, beginner/normal/challenge tuning band 1, terminal-pressure dampener, return markers, fail-safe objective board, reward choice kiosk, stage recap, profile stats, review recommendation, and save-slot preview. Accessibility and polish plan: scalable terminal/HUD/subtitle text, colorblind-safe markers, remappable keyboard/controller prompts, screen-reader mission summary, wrapped severity-labeled errors, audio stingers, Southern Evac Line ambient loop, low-combat learning note, photo/inspect cue, main-menu curriculum access, loading tip, and subtitle-safe radio layout. QA plan: runtime spawn audit sample 050, tutorial-terminal-rescue-extraction-fast-travel smoke path, performance budgets for enemies/proxies/props/lights/text, packaged-build audit, and weekly release checklist sign-off. Visible test: totalPower(20, 15, 10) must return 45. Hidden tests: smaller city-grid inputs include zeros and variant batch 1.	Terminal mission brief for Arlington, TX
CodeRescueCampaign	campaign.050.arlington_tx.radio_briefing	Radio briefing: Arlington, TX is stop 050 on the national route. Secure the Arlington Rescue Arch in the Desert Solar Grid, finish the function inputs, arithmetic, and return values lesson, then extract the survivor team. New city feature: Power-cell puzzle 2: three visible cells feed one returned total.	Radio/subtitle briefing for Arlington, TX
CodeRescueCampaign	campaign.050.arlington_tx.hint	Hint: the harness calls your function directly, so return the value instead of only printing it.	Coding hint for Arlington, TX
CodeRescueCampaign	campaign.050.arlington_tx.visible	Visible test: totalPower(20, 15, 10) must return 45.	Visible test description for Arlington, TX
CodeRescueCampaign	campaign.050.arlington_tx.hidden	Hidden tests: smaller city-grid inputs include zeros and variant batch 1.	Hidden test description for Arlington, TX
CodeRescueCampaign	campaign.051.aurora_co.terminal_title	Aurora: Access Gate Boolean Logic	Terminal title for Aurora, CO
CodeRescueCampaign	campaign.051.aurora_co.mission_brief	Aurora is locked behind a rescue gate. Write shouldUnlock/should_unlock so the gate opens only when both safety conditions are true. Stage 2 - Control Flow. Curriculum focus: boolean safety gates. Stage goal: Practice branching order, loop rhythm, and visible-versus-hidden test thinking. Graduation strategy: build a tiny truth table before writing the condition. Recommended first pass: Python. Hint: list every boolean input pair before deciding whether && or || matches the safety rule. Architecture: Latin Metro with dual-gate checkpoint around Aurora Data Beacon, signature 051 Play detail: Truth-table gate 3: compare four safety states before opening the survivor route. Language track: Python track emphasizes small readable helpers, list operations, and clear loop intent. Current concept: boolean safety gates. Rank 051 launch track note: this run keeps the campaign terminal on the language selected before deployment. Learning support: Why this matters: boolean logic is how software turns policy into a safe yes-or-no decision. Predict before coding: predict which of the four true/false input pairs should open the route. Optional worked example: worked example: true && false stays locked; true && true opens. Code-trace mini-game: trace one visible case before editing. Mistake glossary: OR opens unsafe pairs; missing return leaves the harness with no decision. Hidden-test replay: after validation, compare the visible case with the seeded hidden batch 2. Visual debugger: truth-table lamps show boolean inputs and the final gate state so players can trace every safe and unsafe pair before coding. Progression plan: curriculum map places this mission in Stage 2 - Control Flow; spaced review path: spaced review of arithmetic, booleans, and reversal; expansion bridge: nested-loop and radio parsing preview; side objectives reward comments, edge cases, and clean returns. Character plan: systems mechanic mentor NPC, named survivor team, role icon, post-rescue dialogue, recurring radio ally, readable nameplate, and debrief vignette for Aurora. Flow plan: first-session route preview, practice-only terminal option, replay-from-journal hook, beginner/normal/challenge tuning band 1, terminal-pressure dampener, return markers, fail-safe objective board, reward choice kiosk, stage recap, profile stats, review recommendation, and save-slot preview. Accessibility and polish plan: scalable terminal/HUD/subtitle text, colorblind-safe markers, remappable keyboard/controller prompts, screen-reader mission summary, wrapped severity-labeled errors, audio stingers, Western Corridor ambient loop, low-combat learning note, photo/inspect cue, main-menu curriculum access, loading tip, and subtitle-safe radio layout. QA plan: runtime spawn audit sample 051, tutorial-terminal-rescue-extraction-fast-travel smoke path, performance budgets for enemies/proxies/props/lights/text, packaged-build audit, and weekly release checklist sign-off. Visible test: shouldUnlock(true, true) must return true. Hidden tests: unsafe pairs true/false, false/true, and false/false must all stay locked.	Terminal mission brief for Aurora, CO
CodeRescueCampaign	campaign.051.aurora_co.radio_briefing	Radio briefing: Aurora, CO is stop 051 on the national route. Secure the Aurora Data Beacon in the Latin Metro, finish the boolean safety gates lesson, then extract the survivor team. New city feature: Truth-table gate 3: compare four safety states before opening the survivor route.	Radio/subtitle briefing for Aurora, CO
CodeRescueCampaign	campaign.051.aurora_co.hint	Hint: list every boolean input pair before deciding whether && or || matches the safety rule.	Coding hint for Aurora, CO
CodeRescueCampaign	campaign.051.aurora_co.visible	Visible test: shouldUnlock(true, true) must return true.	Visible test description for Aurora, CO
CodeRescueCampaign	campaign.051.aurora_co.hidden	Hidden tests: unsafe pairs true/false, false/true, and false/false must all stay locked.	Hidden test description for Aurora, CO
CodeRescueCampaign	campaign.052.wichita_ks.terminal_title	Wichita: Signal Reversal Drill	Terminal title for Wichita, KS
CodeRescueCampaign	campaign.052.wichita_ks.mission_brief	"Wichita is receiving reversed radio packets. Write reverseString/reverse_string to restore the message before evacuation can continue. Stage 2 - Control Flow. Curriculum focus: string traversal and reversal. Stage goal: Practice branching order, loop rhythm, and visible-versus-hidden test thinking. Graduation strategy: walk the input from the far end back to the front. Recommended first pass: MATLAB. Hint: either use the language's reverse tool or copy characters from the end toward the front. Architecture: Rail Yard with backward radio mast around Wichita Command Obelisk, signature 052 Play detail: Radio rewind mast 4: visual packets run backward from tower to terminal. Language track: MATLAB track emphasizes function-file naming, one-based indexing, arrays, and vector-friendly reasoning. Current concept: string traversal and reversal. Rank 052 launch track note: this run keeps the campaign terminal on the language selected before deployment. Learning support: Why this matters: reverse traversal teaches indexes, bounds, and careful movement through strings. Predict before coding: predict the first and last output characters before writing the loop. Optional worked example: worked example: rescue becomes eucser by reading from the end. Code-trace mini-game: trace one visible case before editing. Mistake glossary: off-by-one indexes drop the first or last character. Hidden-test replay: after validation, compare the visible case with the seeded hidden batch 3. Visual debugger: packet tiles light from right to left as each character moves so off-by-one errors become visible before validation. Progression plan: curriculum map places this mission in Stage 2 - Control Flow; spaced review path: spaced review of arithmetic, booleans, and reversal; expansion bridge: nested-loop and radio parsing preview; side objectives reward comments, edge cases, and clean returns. Character plan: radio-code cleanup specialist mentor NPC, named survivor team, role icon, post-rescue dialogue, recurring radio ally, readable nameplate, and debrief vignette for Wichita. Flow plan: first-session route preview, practice-only terminal option, replay-from-journal hook, beginner/normal/challenge tuning band 1, terminal-pressure dampener, return markers, fail-safe objective board, reward choice kiosk, stage recap, profile stats, review recommendation, and save-slot preview. Accessibility and polish plan: scalable terminal/HUD/subtitle text, colorblind-safe markers, remappable keyboard/controller prompts, screen-reader mission summary, wrapped severity-labeled errors, audio stingers, Midwest Grid ambient loop, low-combat learning note, photo/inspect cue, main-menu curriculum access, loading tip, and subtitle-safe radio layout. QA plan: runtime spawn audit sample 052, tutorial-terminal-rescue-extraction-fast-travel smoke path, performance budgets for enemies/proxies/props/lights/text, packaged-build audit, and weekly release checklist sign-off. Visible test: reverseString(""rescue"") must return ""eucser"". Hidden tests: mixed-case signal 3 and a second city packet must reverse exactly."	Terminal mission brief for Wichita, KS
CodeRescueCampaign	campaign.052.wichita_ks.radio_briefing	Radio briefing: Wichita, KS is stop 052 on the national route. Secure the Wichita Command Obelisk in the Rail Yard, finish the string traversal and reversal lesson, then extract the survivor team. New city feature: Radio rewind mast 4: visual packets run backward from tower to terminal.	Radio/subtitle briefing for Wichita, KS
CodeRescueCampaign	campaign.052.wichita_ks.hint	Hint: either use the language's reverse tool or copy characters from the end toward the front.	Coding hint for Wichita, KS
CodeRescueCampaign	campaign.052.wichita_ks.visible	"Visible test: reverseString(""rescue"") must return ""eucser""."	Visible test description for Wichita, KS
CodeRescueCampaign	campaign.052.wichita_ks.hidden	Hidden tests: mixed-case signal 3 and a second city packet must reverse exactly.	Hidden test description for Wichita, KS
CodeRescueCampaign	campaign.053.cleveland_oh.terminal_title	Cleveland: Mirror-Code Integrity Check	Terminal title for Cleveland, OH
